x,Q2,W,miss_mass,phih,pt2,t,secondary_pips,secondary_pims,secondary_pizs,secondary_esum,accepted
0.3562,3.9061,2.8181,13.1214,2.5212,0.0225,-1.5765,0,1,0,1.86550,1
0.3640,3.8203,2.7489,12.9366,-2.7267,0.0527,-1.5116,0,1,0,1.64553,1
0.4796,4.8863,2.4862,12.2781,1.5167,0.0088,-1.2547,0,1,1,0.94950,1
0.5254,4.9798,2.3191,12.4786,0.9119,0.0002,-1.5964,0,0,0,0.00000,1
0.4229,4.6220,2.6808,12.2627,-2.9116,0.0412,-1.1219,0,1,0,1.02660,3
0.3750,4.0351,2.7578,12.1057,2.8375,0.0924,-0.9300,0,1,0,0.88541,3
0.5583,5.4572,2.2798,12.1260,-1.0835,0.0295,-1.3457,0,1,0,0.71203,1
0.4463,4.5312,2.5497,11.7398,-2.5768,0.0167,-0.6768,0,1,0,0.21006,3
0.4473,4.8422,2.6198,12.6715,0.9468,0.0004,-1.5221,0,1,1,1.03614,1
0.4370,4.6899,2.6312,12.2814,2.7684,0.0986,-1.2605,0,1,0,1.13607,1
0.4542,4.7854,2.5751,12.1072,2.7345,0.0327,-1.0524,0,1,0,0.49726,3
0.4673,4.8228,2.5255,11.9690,1.6080,0.0132,-0.9272,0,1,0,0.51294,3
0.4631,4.3549,2.4350,11.9857,1.9646,0.0098,-0.9258,0,2,0,0.48263,1
0.5357,5.1668,2.3149,11.7717,1.3100,0.0285,-0.8950,0,1,0,0.31627,3
0.3971,4.3424,2.7337,13.0399,-2.7796,0.0093,-1.6706,0,1,1,1.69019,1
0.4180,4.2939,2.6189,12.1699,2.8065,0.0418,-1.0262,0,1,0,0.79541,3
0.3635,3.8901,2.7735,12.5207,3.0228,0.0361,-1.1473,0,1,0,1.28816,1
0.4247,4.6665,2.6835,11.7225,2.7725,0.0197,-0.6278,0,1,0,0.39402,3
0.4296,4.4368,2.6022,11.7206,2.9759,0.0442,-0.6643,0,1,0,0.25120,3
0.3446,3.7139,2.8183,13.2000,-2.7925,0.0572,-1.6481,0,1,1,2.06114,1
0.5368,5.2958,2.3347,11.9119,1.3065,0.0034,-1.0157,0,1,0,0.19636,3
0.4408,4.3466,2.5287,12.8203,1.5676,0.0118,-1.6551,0,1,0,1.70582,1
0.3959,4.0836,2.6670,12.3021,2.8853,0.0239,-1.0525,0,1,1,0.99253,1
0.4287,4.3963,2.5962,11.7170,3.1254,0.0818,-0.7063,0,1,0,0.22955,1
0.5382,5.5867,2.3822,12.4096,-2.1572,0.0047,-1.5750,0,1,0,0.76741,1
0.3923,4.2925,2.7439,13.3755,-2.2162,0.0217,-1.9718,0,1,2,2.09673,1
0.4554,4.5721,2.5196,11.8610,2.1255,0.0339,-0.8262,0,0,2,0.34527,3
0.5291,5.3703,2.3790,12.0615,0.4991,0.0332,-1.2013,0,1,1,0.56778,1
0.4094,4.2743,2.6547,12.4099,2.6446,0.0950,-1.2895,0,1,0,1.21257,1
0.4055,4.2696,2.6720,11.7726,2.6843,0.0265,-0.6425,0,1,0,0.45215,3
0.4626,4.7991,2.5408,11.8583,-2.2763,0.0794,-0.8983,0,1,0,0.29979,1
0.4761,4.9700,2.5197,12.5131,-2.6458,0.0287,-1.5115,0,1,1,0.58629,1
0.5482,5.2724,2.2859,11.7529,0.0936,0.0471,-0.9242,0,1,0,0.21414,1
0.4638,4.8466,2.5462,12.0369,2.9559,0.0204,-0.9935,0,1,1,0.44209,3
0.3552,3.8706,2.8122,12.7826,2.7880,0.0317,-1.3168,0,1,0,1.65688,1
0.4536,4.6655,2.5494,12.9032,-2.0132,0.0231,-1.8112,0,1,1,1.16928,1
0.3766,3.8847,2.7038,12.9672,-2.4627,0.0491,-1.5858,1,1,1,1.33870,1
0.4287,4.3001,2.5710,12.9363,-1.0888,0.0192,-1.7296,0,1,1,1.54400,1
0.4529,4.2958,2.4639,11.8052,0.3254,0.0066,-0.7334,0,1,0,0.41685,3
0.4222,4.5808,2.6738,12.4733,-2.7555,0.0007,-1.2499,0,1,0,1.17592,1
0.3497,3.7647,2.8076,12.9051,-2.4027,0.0595,-1.4368,0,2,0,0.42179,1
0.4776,4.8705,2.4914,12.5428,2.9974,0.0168,-1.5281,0,1,0,1.14854,1
0.5088,5.3351,2.4558,11.6041,0.9657,0.0451,-0.6938,0,1,0,0.15792,1
0.4710,4.8492,2.5155,12.1503,-1.8514,0.0259,-1.1284,0,1,0,0.82449,3
0.4955,4.8017,2.4018,11.7809,2.0110,0.0081,-0.7973,0,1,0,0.23520,3
0.3676,4.0276,2.7943,12.1185,2.4830,0.0550,-0.8719,0,1,0,0.83922,3
0.3650,4.0285,2.8090,12.8698,2.8768,0.1437,-1.6062,0,1,1,1.59456,0
0.4568,5.0157,2.6164,12.3032,-2.8609,0.1039,-1.3481,0,1,0,0.76199,1
0.3891,4.2227,2.7407,11.6725,-3.1077,0.0944,-0.6169,0,1,0,0.45547,3
0.3574,3.9044,2.8107,12.6317,2.7124,0.0662,-1.2588,0,1,0,1.49983,1
0.4737,5.1992,2.5801,12.4092,-2.5562,0.1019,-1.5063,0,1,0,0.95733,1
0.3564,3.8707,2.8051,12.7425,-2.8424,0.0171,-1.2676,0,1,0,0.56050,1
0.4131,4.5007,2.6972,13.0258,-2.7894,0.0182,-1.7448,0,1,1,1.55599,1
0.4567,4.6094,2.5226,11.6956,2.6316,0.0369,-0.6809,0,1,0,0.33392,1
0.4404,4.2101,2.4961,11.8811,-1.9923,0.0154,-0.7878,0,1,0,0.45810,1
0.3802,4.0869,2.7464,12.2166,-2.7016,0.0761,-1.0109,0,1,1,0.90538,3
0.3857,4.1826,2.7465,11.9428,-2.6915,0.1060,-0.8414,0,1,1,0.53710,3
0.3937,4.0137,2.6574,11.6589,-1.9418,0.0055,-0.5053,0,1,0,0.40654,1
0.3572,3.8512,2.7949,12.6428,2.4989,0.0860,-1.2973,0,1,1,0.94958,1
0.3845,3.9467,2.6828,12.4983,-2.1154,0.0189,-1.1728,0,1,0,1.26426,1
0.4735,4.6401,2.4575,11.8682,2.1518,0.0474,-0.8887,0,1,0,0.39403,1
0.4558,4.9190,2.5989,11.6516,-2.7399,0.0295,-0.6312,0,1,0,0.24557,3
0.4219,4.5382,2.6645,12.9130,-2.3613,0.0250,-1.6892,0,1,0,1.81359,1
0.4944,5.2785,2.5059,11.9321,2.1577,0.0331,-0.9811,0,1,0,0.48559,3
0.3939,4.1353,2.6914,12.0849,-2.7789,0.0668,-0.9259,0,1,0,0.72818,3
0.5022,4.8675,2.3885,11.9565,1.8287,0.0452,-1.0381,0,1,0,0.38833,1
0.5337,5.5460,2.3929,11.7563,-1.9321,0.0092,-0.8521,0,1,0,0.29571,3
0.4434,4.4539,2.5439,12.1192,2.6059,0.0481,-1.0558,0,1,0,0.77362,1
0.3924,4.0877,2.6849,11.7043,2.8541,0.0042,-0.5373,0,1,0,0.35935,1
0.3985,4.0167,2.6352,12.0474,-1.8286,0.0233,-0.8475,0,1,0,0.64730,3
0.5158,5.3716,2.4337,12.7427,-1.6205,0.0129,-1.8814,0,1,0,1.54326,1
0.4251,4.1512,2.5482,11.9552,-0.7144,0.0180,-0.8237,0,1,0,0.63258,1
0.4417,4.4243,2.5441,11.8582,-3.1051,0.0277,-0.7871,0,1,0,0.36677,1
0.4427,4.4898,2.5558,12.8402,-2.2531,0.0081,-1.6769,0,0,1,0.49572,1
0.4646,4.5288,2.4697,12.1580,1.9435,0.0335,-1.1279,0,2,0,0.80197,1
0.4122,4.3325,2.6566,12.4911,3.0903,0.0542,-1.3114,0,1,1,1.23261,1
0.3813,4.0273,2.7228,11.8141,-2.5802,0.0242,-0.6275,0,1,0,0.51671,3
0.3864,3.9520,2.6750,12.1574,-2.5015,0.1224,-1.0430,0,1,0,0.90897,1
0.3773,4.0688,2.7561,12.6845,-2.8068,0.0071,-1.2831,0,1,0,1.36458,1
0.3761,3.9210,2.7176,12.5521,-1.9042,0.0166,-1.1853,0,2,0,1.03477,1
0.4115,4.2990,2.6511,11.9889,-3.0427,0.0196,-0.8249,0,1,0,0.58565,3
0.3709,3.9318,2.7475,12.7530,2.6512,0.0990,-1.4606,0,1,3,1.54874,1
0.4504,4.6439,2.5589,11.8930,2.8921,0.0501,-0.8666,0,1,0,0.44518,1
0.4058,4.0911,2.6214,11.6961,2.0960,0.0574,-0.6184,0,1,0,0.22028,3
0.4036,4.0961,2.6329,12.0658,-2.3009,0.0833,-0.9561,0,1,0,0.35022,1
0.4196,4.3295,2.6209,11.4961,0.9082,0.0031,-0.4106,0,1,0,0.21220,1
0.4281,4.5828,2.6463,11.7388,-3.0729,0.0917,-0.7366,0,1,0,0.25350,1
0.4717,5.0760,2.5623,12.0151,-1.7043,0.0308,-1.0065,0,1,0,0.21480,1
0.3520,3.7478,2.7890,11.6501,2.0684,0.0574,-0.4969,0,1,0,0.41656,1
0.4548,4.8984,2.5987,12.2215,-3.1342,0.0399,-1.1728,0,1,0,0.78208,3
0.3958,3.9838,2.6383,11.7810,-2.3402,0.0038,-0.6024,0,1,0,0.36288,1
0.4643,4.7842,2.5300,11.9312,2.5237,0.0407,-0.9208,0,1,0,0.27688,1
0.3733,4.0564,2.7732,11.9922,-2.7436,0.0218,-0.7447,0,1,0,0.67514,1
0.5308,5.4223,2.3820,13.0397,2.3113,0.0033,-2.2701,0,1,0,1.70597,1
0.5113,4.7569,2.3297,11.9414,-0.1056,0.0319,-1.0244,0,1,0,0.38238,1
0.4401,4.4494,2.5577,12.2038,2.0092,0.0401,-1.1140,0,1,0,0.78706,1
0.4928,5.1367,2.4832,11.8846,3.0511,0.0381,-0.9360,0,1,0,0.49193,1
0.4334,4.7659,2.6667,12.0547,2.5122,0.0848,-1.0214,0,1,0,0.70585,3
0.3457,3.7029,2.8089,12.7906,2.5067,0.0569,-1.3264,1,1,2,2.34594,1
0.5078,5.5267,2.4977,12.7920,-2.1600,0.0626,-1.9875,0,1,1,1.63594,1
0.3871,4.1063,2.7171,11.7061,2.4480,0.0139,-0.5418,0,1,0,0.34464,1
0.3495,3.8255,2.8287,12.8802,-3.1339,0.0427,-1.3885,0,1,1,1.35799,1
0.4450,4.2781,2.4933,12.1076,1.6551,0.0478,-1.0483,0,1,0,0.44598,1
0.3819,4.1141,2.7457,12.7207,-2.7683,0.0040,-1.3253,0,1,0,0.69423,1
0.4939,4.5627,2.3569,12.3898,2.0052,0.0128,-1.4148,0,1,0,0.33223,1
0.3975,4.3831,2.7428,12.5373,-3.1153,0.1124,-1.3886,0,1,1,1.21747,0
0.5123,5.3329,2.4409,12.7135,1.6485,0.0196,-1.8455,0,1,2,0.69091,1
0.5233,5.3893,2.4064,13.0201,1.8402,0.0149,-2.2339,1,2,1,1.76337,1
0.5135,5.0270,2.3753,11.7518,-2.0093,0.0197,-0.8188,0,1,0,0.37841,1
0.4238,4.6606,2.6862,11.7102,2.8239,0.1186,-0.7372,0,0,0,0.00000,1
0.4615,5.0193,2.5957,11.9580,1.6797,0.0002,-0.8878,0,1,0,0.46851,1
0.3717,4.0680,2.7850,13.3092,-2.8320,0.0200,-1.8038,0,1,0,1.98538,1
0.3739,4.0670,2.7732,11.8223,-2.7274,0.0653,-0.6710,0,1,0,0.48674,3
0.3809,3.9318,2.6967,12.0365,2.9279,0.0727,-0.8631,0,1,0,0.41211,1
0.4435,4.5981,2.5786,11.7235,-1.3546,0.0051,-0.6432,0,1,0,0.37587,1
0.4284,4.3480,2.5849,11.9465,2.3898,0.0160,-0.8216,0,1,0,0.44017,3
0.4563,4.3174,2.4544,11.8904,-1.0278,0.0011,-0.8107,0,1,1,0.46670,1
0.3448,3.7005,2.8128,11.8275,-2.7377,0.2273,-0.8214,0,1,0,0.62896,1
0.5185,5.4572,2.4390,11.5945,-2.3217,0.0028,-0.6483,0,1,0,0.20888,3
0.4677,4.6152,2.4766,12.7571,-0.8025,0.0158,-1.7069,0,1,0,1.48829,1
0.4067,4.3911,2.6991,12.0846,-2.9472,0.0421,-0.9246,0,1,0,0.51127,3
0.4586,4.9388,2.5907,13.2364,2.6529,0.0465,-2.2223,0,1,0,2.03386,1
0.3984,4.0608,2.6479,12.9877,1.4547,0.0118,-1.6332,0,1,1,1.01540,1
0.3311,3.6367,2.8686,12.5153,2.3208,0.0969,-1.1246,0,1,0,1.37545,3
0.4381,4.4256,2.5605,12.1518,-0.2037,0.0034,-1.0100,0,1,0,0.69505,1
0.4134,4.1965,2.6145,11.7909,-2.9972,0.0207,-0.6644,0,1,0,0.26834,3
0.3742,3.8808,2.7148,11.7300,-3.0241,0.1085,-0.6543,0,1,0,0.18162,1
0.4908,4.6668,2.3922,12.3477,-0.0042,0.0078,-1.3549,0,1,0,0.28193,1
0.4856,4.9961,2.4845,12.5910,-0.4010,0.0104,-1.5967,0,1,1,0.96194,1
0.3553,3.8300,2.7981,11.8421,2.6130,0.0262,-0.6016,0,1,0,0.19289,1
0.4489,4.7323,2.5866,11.8608,0.3368,0.0022,-0.7727,0,1,0,0.50839,1
0.3784,4.1492,2.7742,13.0475,-2.6632,0.1053,-1.7581,1,2,0,1.80675,1
0.5134,4.8092,2.3322,11.9082,0.7963,0.0524,-1.0227,0,1,0,0.28695,1
0.3829,4.1371,2.7475,11.9124,-2.1913,0.0184,-0.6995,0,1,0,0.70963,1
0.6109,5.5864,2.1068,12.2031,0.8141,0.0154,-1.5662,0,1,0,0.61111,1
0.4097,4.4225,2.6930,12.6850,-2.6305,0.0508,-1.4719,0,1,1,1.21388,1
0.4636,4.3224,2.4254,11.9543,1.4928,0.0010,-0.8851,0,1,0,0.44753,1
0.3945,4.2152,2.7109,12.6073,2.7897,0.0546,-1.3534,1,2,0,0.90175,1
0.3955,4.2404,2.7130,12.8670,-2.9097,0.0253,-1.5378,0,1,1,1.51716,1
0.4000,4.1365,2.6616,12.5215,-1.3944,0.0020,-1.2185,0,2,0,0.98112,1
0.4904,4.5433,2.3668,11.6480,1.8316,0.0018,-0.6487,0,1,0,0.15301,1
0.4078,4.3411,2.6803,12.6433,-2.9033,0.0482,-1.4233,0,1,0,1.07710,1
0.4755,4.9764,2.5238,12.2317,1.9878,0.0008,-1.1864,0,1,0,0.75584,3
0.4609,5.0386,2.6028,11.9687,1.7777,0.0404,-0.9491,0,1,0,0.51838,1
0.4365,4.4395,2.5711,11.8728,0.9627,0.0180,-0.7771,0,1,1,0.41147,1
0.4267,4.4172,2.6106,12.9993,-1.5492,0.0197,-1.7824,0,1,1,1.40542,1
0.3818,3.9783,2.7060,11.8391,-2.0620,0.0552,-0.6864,0,1,0,0.27092,3
0.5036,5.4661,2.5035,12.5830,-2.3256,0.0574,-1.7296,0,1,0,0.53069,1
0.4460,4.8058,2.6174,12.9861,-2.9390,0.0483,-1.9054,0,1,1,1.71761,1
0.3441,3.7911,2.8475,11.9937,-2.4450,0.1055,-0.7883,0,1,0,0.66554,2
0.4579,4.9980,2.6073,12.8999,-2.4339,0.0383,-1.8529,0,1,0,1.55220,1
